V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84
0.0124843945068664	0.00249687890137328	0.179775280898876	0.00124843945068664	0.0287141073657928	0.0112359550561798	0.00124843945068664	0.0212234706616729	0.00249687890137328	0	0	0.00249687890137328	0.0237203495630462	0.0224719101123595	0.00249687890137328	0	0.00124843945068664	0.0137328339575531	0.00249687890137328	0	0	0.00124843945068664	0	0.00124843945068664	0.0249687890137328	0.00124843945068664	0.0299625468164794	0.00249687890137328	0	0.00124843945068664	0.0324594257178527	0.00124843945068664	0.0337078651685393	0.0224719101123595	0	0.00124843945068664	0	0.0187265917602996	0.00249687890137328	0.00249687890137328	0	0.00374531835205993	0.00124843945068664	0	0.00873907615480649	0.0112359550561798	0	0	0	0	0.00124843945068664	0	0	0	0	0.00749063670411985	0	0	0	0.083645443196005	0.00124843945068664	0.485642946317104	0.00998751560549313	0	0	0.00499375780274657	0	0	0	0.00124843945068664	0.00124843945068664	0	0.00124843945068664	0.00124843945068664	0.00124843945068664	0	0	0.00499375780274657	0.0324594257178527	0.0137328339575531	0	0.00124843945068664	0.0362047440699126	0
0.00124843945068664	0	0	0	0.0137328339575531	0	0.0287141073657928	0	0.00499375780274657	0.00624219725343321	0	0	0.00374531835205993	0	0.00249687890137328	0.00249687890137328	0	0	0	0.0249687890137328	0.00124843945068664	0.00873907615480649	0	0.00249687890137328	0.00499375780274657	0	0.00124843945068664	0.00124843945068664	0	0	0.00124843945068664	0.00124843945068664	0	0.0212234706616729	0.00374531835205993	0.0149812734082397	0	0	0.00124843945068664	0.00499375780274657	0.00124843945068664	0.00249687890137328	0	0	0	0.986267166042447	0.00124843945068664	0	0	0	0	0.00124843945068664	0.00124843945068664	0	0	0.00124843945068664	0.00249687890137328	0.00124843945068664	0.00124843945068664	0	0	0	0.00249687890137328	0	0	0	0	0.00124843945068664	0	0	0	0	0	0	0	0.00124843945068664	0	0	0.00374531835205993	0	0.00249687890137328	0	0	0
0.0262172284644195	0	0.0611735330836454	0.00249687890137328	0.00374531835205993	0.0137328339575531	0.00124843945068664	0.0112359550561798	0	0.00124843945068664	0	0.0449438202247191	0	0.00124843945068664	0.00124843945068664	0	0.00873907615480649	0.00124843945068664	0.0224719101123595	0	0.00249687890137328	0.0112359550561798	0.0137328339575531	0	0.0137328339575531	0.00998751560549313	0.00249687890137328	0	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0.00749063670411985	0.0124843945068664	0	0.00124843945068664	0	0.0262172284644195	0.0237203495630462	0.00124843945068664	0.00124843945068664	0	0.00124843945068664	0	0.00249687890137328	0	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0	0.00374531835205993	0.00249687890137328	0.00124843945068664	0	0	0.00124843945068664	0	0	0.00124843945068664	0.00124843945068664	0	0	0	0	0	0	0	0.00124843945068664	0.0149812734082397	0.00249687890137328	0	0.484394506866417	0	0.00374531835205993	0.238451935081149	0
0	0	0.00124843945068664	0	0	0	0.00499375780274657	0.00249687890137328	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0.00124843945068664	0	0	0	0	0.00124843945068664	0.00499375780274657	0	0.00873907615480649	0.00124843945068664	0	0	0	0.00374531835205993	0	0.00374531835205993	0	0.00124843945068664	0.00374531835205993	0.00124843945068664	0	0.00499375780274657	0	0	0	0	0.00124843945068664	0.00124843945068664	0.00124843945068664	0.00998751560549313	0	0.00374531835205993	0	0.00124843945068664	0	0	0	0	0	0.00124843945068664	0.00124843945068664	0	0	0.00124843945068664	0	0.00124843945068664	0	0	0.00124843945068664	0	0	0	0	0.00249687890137328	0	0	0	0	0	0	0	0	0.00124843945068664	0.00374531835205993	0	0	0	0.00124843945068664
0.0187265917602996	0.00249687890137328	0	0.00249687890137328	0.0237203495630462	0.0387016229712859	0.00624219725343321	0.00749063670411985	0	0.00624219725343321	0.00374531835205993	0.00249687890137328	0	0	0.00998751560549313	0.00124843945068664	0	0.00249687890137328	0.00124843945068664	0.0149812734082397	0	0.00124843945068664	0.00374531835205993	0.00249687890137328	0.0149812734082397	0.00249687890137328	0	0.00998751560549313	0	0.00124843945068664	0	0	0.911360799001248	0.00249687890137328	0.0137328339575531	0	0.00124843945068664	0.0224719101123595	0.00124843945068664	0.00249687890137328	0.00499375780274657	0.0162297128589263	0.00124843945068664	0.571785268414482	0.916354556803995	0.911360799001248	0.00249687890137328	0	0.00124843945068664	0	0	0.00124843945068664	0	0	0	0.0624219725343321	0.784019975031211	0.00249687890137328	0.00499375780274657	0	0.00124843945068664	0	0	0	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0.82521847690387	0.827715355805243	0.0986267166042447	0	0.00249687890137328	0
0.0399500624219725	0.0324594257178527	0.00124843945068664	0	0.0387016229712859	0.0237203495630462	0.00374531835205993	0.00374531835205993	0.0324594257178527	0.0212234706616729	0.017478152309613	0.0124843945068664	0	0	0.00249687890137328	0	0.00124843945068664	0.00124843945068664	0.0511860174781523	0.00499375780274657	0	0	0	0	0.0199750312109863	0.0162297128589263	0.00124843945068664	0.00499375780274657	0	0	0	0	0.0399500624219725	0.0199750312109863	0.00124843945068664	0	0	0.00249687890137328	0	0.00124843945068664	0.00249687890137328	0.0124843945068664	0.00124843945068664	0.00124843945068664	0.00499375780274657	0	0	0.0149812734082397	0	0	0	0	0	0	0.00499375780274657	0.00249687890137328	0.00124843945068664	0.017478152309613	0.00374531835205993	0.0636704119850187	0.0299625468164794	0.00624219725343321	0.00249687890137328	0	0	0	0	0	0.00249687890137328	0	0.00998751560549313	0	0	0.00124843945068664	0	0	0.00124843945068664	0	0.0212234706616729	0.358302122347066	0.450686641697878	0	0.00374531835205993	0.00124843945068664
0.00499375780274657	0	0.00124843945068664	0.00249687890137328	0.00124843945068664	0.0149812734082397	0	0.00124843945068664	0.00124843945068664	0.00124843945068664	0.00124843945068664	0	0.00124843945068664	0.00249687890137328	0.00624219725343321	0	0	0.0287141073657928	0	0	0.00873907615480649	0.00124843945068664	0	0.00124843945068664	0.0674157303370786	0.00124843945068664	0	0.114856429463171	0.00124843945068664	0	0.00124843945068664	0.0149812734082397	0.0337078651685393	0	0.0611735330836454	0.00124843945068664	0	0.0162297128589263	0.00249687890137328	0.00124843945068664	0	0.00624219725343321	0	0.034956304619226	0	0.00249687890137328	0	0.531835205992509	0	0	0	0	0	0	0	0.00873907615480649	0.00749063670411985	0	0	0	0.00124843945068664	0.00374531835205993	0.00124843945068664	0	0.00124843945068664	0	0	0.00124843945068664	0	0	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0	0.017478152309613	0.0187265917602996	0.017478152309613	0	0	0
0.00124843945068664	0.00749063670411985	0.00124843945068664	0	0.00249687890137328	0.00749063670411985	0.00499375780274657	0.00374531835205993	0.00124843945068664	0.0112359550561798	0.0162297128589263	0.052434456928839	0	0.0199750312109863	0.0112359550561798	0.0124843945068664	0	0.00998751560549313	0.00124843945068664	0.00124843945068664	0.00499375780274657	0.00624219725343321	0.00749063670411985	0.0124843945068664	0.00499375780274657	0.00124843945068664	0.00749063670411985	0.00249687890137328	0	0.00124843945068664	0.00749063670411985	0.00124843945068664	1	0.00499375780274657	0.00124843945068664	0.00998751560549313	0	0.0137328339575531	0.0162297128589263	0	0.00998751560549313	0.00374531835205993	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.00249687890137328	0	0.00624219725343321	0.00873907615480649	0	0	0	0.00124843945068664	0.00749063670411985	0	0.00249687890137328	0.00124843945068664	0	0	0.00124843945068664	0.00124843945068664	0.031210986267166	0.00624219725343321	0	0	0	0	0.00624219725343321	0.00624219725343321	0.861423220973783	0	0.00374531835205993	0
0.0112359550561798	0.00374531835205993	0.0549313358302122	0.00124843945068664	0	0.00873907615480649	0.0137328339575531	0.00998751560549313	0.0112359550561798	0.00624219725343321	0.00124843945068664	0.00249687890137328	0.00249687890137328	0	0.00249687890137328	0.00124843945068664	0	0.00499375780274657	0.00249687890137328	0	0.00249687890137328	0.00624219725343321	0	0.00124843945068664	0.0212234706616729	0.0112359550561798	0.0137328339575531	0.0137328339575531	0	0	0.00749063670411985	0	0.106117353308365	0.00873907615480649	0.0124843945068664	0.00124843945068664	0	0.00374531835205993	0	0.00873907615480649	0.00624219725343321	0.00124843945068664	0.00124843945068664	0.00374531835205993	0.197253433208489	0.202247191011236	0	0.00124843945068664	0	0.00124843945068664	0	0.00124843945068664	0.00124843945068664	0	0	0.00249687890137328	0.00124843945068664	0.00124843945068664	0	0	0	0	0	0.00124843945068664	0	0	0	0.00249687890137328	0.00124843945068664	0.00249687890137328	0.00374531835205993	0	0.00249687890137328	0.00124843945068664	0.00374531835205993	0.00249687890137328	0	0.00749063670411985	0.00749063670411985	0.00374531835205993	0.0137328339575531	0.00124843945068664	0	0
0.00249687890137328	0.00124843945068664	0.00249687890137328	0.00124843945068664	0.00124843945068664	0.00749063670411985	0	0.00374531835205993	0.00124843945068664	0.00499375780274657	0.00249687890137328	0.00124843945068664	0.0137328339575531	0	0.00124843945068664	0.00624219725343321	0	0	0.00249687890137328	0	0	0	0	0	0.00374531835205993	0	0.00124843945068664	0.0112359550561798	0.00124843945068664	0	0	0	0.00374531835205993	0.00374531835205993	0	0.00374531835205993	0.00249687890137328	0	0	0	0	0	0	0	0.0449438202247191	0.897627965043695	0.0823970037453183	0	0.00124843945068664	0	0.00124843945068664	0	0	0	0	0	0	0.00124843945068664	0	0	0	0	0	0	0	0	0.00124843945068664	0	0	0	0	0	0.0536828963795256	0	0	0	0.00124843945068664	0.00249687890137328	0.00499375780274657	0	0	0	0	0.00749063670411985
0	0.00124843945068664	0.00249687890137328	0	0.00374531835205993	0.00374531835205993	0.00124843945068664	0.00249687890137328	0	0.00124843945068664	0.00499375780274657	0.0124843945068664	0.00124843945068664	0.0149812734082397	0.00124843945068664	0	0	0.00124843945068664	0.00249687890137328	0.00624219725343321	0	0.00124843945068664	0	0.00124843945068664	0.00249687890137328	0	0.00998751560549313	0.00124843945068664	0	0.00124843945068664	0.0187265917602996	0.00249687890137328	0.00124843945068664	0.00749063670411985	0.00249687890137328	0.0137328339575531	0	0.00374531835205993	0	0	0.00499375780274657	0.00374531835205993	0.00124843945068664	0	0	1	0.00124843945068664	0.00249687890137328	0	0	0	0	0.00124843945068664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124843945068664	0.00124843945068664	0.00124843945068664	0	0	0	0	0.00249687890137328	0	0	0	0.00998751560549313	0.00749063670411985	0.00124843945068664	0	0	0
0	0	0.0923845193508115	0.00249687890137328	0	0.0137328339575531	0	0.0162297128589263	0.00249687890137328	0.0112359550561798	0.0162297128589263	0.00124843945068664	0.00124843945068664	0.00374531835205993	0.00374531835205993	0	0.00124843945068664	0.00873907615480649	0	0.00749063670411985	0.00249687890137328	0.00249687890137328	0.00249687890137328	0	0.0249687890137328	0	0	0.0411985018726592	0	0	0	0	0.00124843945068664	0.0124843945068664	0.00374531835205993	0	0	0	0.00873907615480649	0	0.00249687890137328	0	0.00374531835205993	0.00124843945068664	0.0686641697877653	0.00124843945068664	0	0.00249687890137328	0	0	0.00124843945068664	0.00124843945068664	0	0	0	0.0387016229712859	0.169787765293383	0.00249687890137328	0	0	0	0.00249687890137328	0.00374531835205993	0	0	0.00124843945068664	0.00124843945068664	0	0	0.00749063670411985	0	0	0.00124843945068664	0	0.00249687890137328	0.00124843945068664	0	0	0.00624219725343321	0.0112359550561798	0.0249687890137328	0	0.00124843945068664	0.00374531835205993
0.00998751560549313	0	0.00624219725343321	0	0.00749063670411985	0.00249687890137328	0	0.00624219725343321	0.00249687890137328	0.00249687890137328	0	0.00374531835205993	0	0	0.00873907615480649	0.00124843945068664	0	0.00624219725343321	0.00998751560549313	0.00499375780274657	0.00124843945068664	0	0.00624219725343321	0.00124843945068664	0.00499375780274657	0	0.00374531835205993	0.00873907615480649	0.00249687890137328	0.0212234706616729	0.0162297128589263	0.00624219725343321	0.00749063670411985	0.00624219725343321	0.00374531835205993	0	0.00624219725343321	0.00249687890137328	0.00374531835205993	0	0.00124843945068664	0.00374531835205993	0.00124843945068664	0	0.00124843945068664	0.987515605493134	0	0	0	0	0.0399500624219725	0	0	0	0.00249687890137328	0.00124843945068664	0.00124843945068664	0	0	0.00124843945068664	0.00374531835205993	0	0	0.0212234706616729	0.0237203495630462	0.00374531835205993	0.017478152309613	0.00124843945068664	0	0	0	0.00624219725343321	0.00249687890137328	0.00749063670411985	0	0	0.0149812734082397	0.00124843945068664	0.00873907615480649	0.00374531835205993	0.00124843945068664	0.00124843945068664	0.00124843945068664	0
0.00124843945068664	0	0.00124843945068664	0	0	0.00374531835205993	0.00124843945068664	0.00374531835205993	0	0.00249687890137328	0	0.00249687890137328	0	0.00124843945068664	0	0	0	0.00124843945068664	0	0.00249687890137328	0	0	0	0	0.00124843945068664	0	0	0.00624219725343321	0	0.00124843945068664	0	0	0.00499375780274657	0	0	0	0.00124843945068664	0.00749063670411985	0.00124843945068664	0	0	0.00873907615480649	0.00249687890137328	0	0.00124843945068664	0.00374531835205993	0	0	0	0.0124843945068664	0	0	0	0	0.00124843945068664	0.00124843945068664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124843945068664	0	0	0	0	0.00124843945068664	0	0	0
0.0137328339575531	0	0.0449438202247191	0.0112359550561798	0.0237203495630462	0.00749063670411985	0	0.00374531835205993	0.00249687890137328	0.00873907615480649	0.00998751560549313	0.00249687890137328	0	0	0.00124843945068664	0	0.0112359550561798	0.00499375780274657	0	0	0.00749063670411985	0.00124843945068664	0.00124843945068664	0	0.0262172284644195	0	0.0137328339575531	0.00249687890137328	0.00624219725343321	0.00124843945068664	0.00124843945068664	0	0	0.0124843945068664	0.00873907615480649	0	0.00124843945068664	0	0.0112359550561798	0.00749063670411985	0.00499375780274657	0.00998751560549313	0	0.00124843945068664	0.00124843945068664	0	0	0	0	0.017478152309613	0	0.00124843945068664	0.00124843945068664	0	0	0.017478152309613	0.00499375780274657	0	0.00124843945068664	0.00249687890137328	0.00499375780274657	0	0.00249687890137328	0.00124843945068664	0	0.00249687890137328	0.00374531835205993	0.00374531835205993	0	0	0	0	0	0	0.00124843945068664	0.00124843945068664	0	0	0.00249687890137328	0.134831460674157	0	0	0.00499375780274657	0
0.00374531835205993	0.00749063670411985	0	0	0.00124843945068664	0.00249687890137328	0.00124843945068664	0.00873907615480649	0.00249687890137328	0.00124843945068664	0.00374531835205993	0	0	0.00374531835205993	0.00249687890137328	0.00124843945068664	0	0.00499375780274657	0	0.00374531835205993	0.00624219725343321	0	0.00499375780274657	0	0.00374531835205993	0.00873907615480649	0	0.00998751560549313	0.00499375780274657	0.00124843945068664	0	0	0.00124843945068664	0.0137328339575531	0.00624219725343321	0.00124843945068664	0.0112359550561798	0.00249687890137328	0.0149812734082397	0	0	0.00124843945068664	0	0	0.00374531835205993	0.972534332084894	0	0	0.00124843945068664	0	0	0	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0.00124843945068664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00749063670411985	0	0.0187265917602996	0.00624219725343321	0.0187265917602996	0.00624219725343321	0.00124843945068664	0.00124843945068664	0.00374531835205993	0.00624219725343321	0.0162297128589263	0	0	0	0.00124843945068664	0	0.00374531835205993	0.0124843945068664	0.00499375780274657	0.00124843945068664	0.00749063670411985	0	0.00998751560549313	0.00124843945068664	0.0224719101123595	0.00624219725343321	0.0112359550561798	0.0112359550561798	0.00124843945068664	0.00124843945068664	0	0.00749063670411985	0.00124843945068664	0	0.00873907615480649	0.00124843945068664	0.00249687890137328	0.00749063670411985	0.00249687890137328	0	0.00624219725343321	0.017478152309613	0.00124843945068664	0.0362047440699126	0	0.555555555555556	0.0374531835205993	0.00249687890137328	0.00124843945068664	0	0.0124843945068664	0	0.00249687890137328	0.00124843945068664	0.00124843945068664	0.0237203495630462	0	0	0	0	0.00124843945068664	0	0	0	0	0	0	0	0	0	0	0.00124843945068664	0.00124843945068664	0	0.00124843945068664	0.00124843945068664	0	0	0.0636704119850187	0.123595505617978	0.00374531835205993	0	0	0
0.0237203495630462	0	0.00124843945068664	0	0	0.0249687890137328	0	0.031210986267166	0.00998751560549313	0.00249687890137328	0	0	0	0.00374531835205993	0.00124843945068664	0.00124843945068664	0.00249687890137328	0.00499375780274657	0.00124843945068664	0.0362047440699126	0.00374531835205993	0	0.0599250936329588	0.0561797752808989	0.00499375780274657	0.0149812734082397	0	0.114856429463171	0.0511860174781523	0	0	0	0.048689138576779	0.0149812734082397	0.0249687890137328	0	0.00124843945068664	0	0.0436953807740325	0	0.00499375780274657	0	0	0.409488139825218	0.0474406991260924	0.00249687890137328	0.031210986267166	0	0.00873907615480649	0	0	0	0	0	0	0	0.00249687890137328	0	0.00124843945068664	0	0.00249687890137328	0.742821473158552	0.0536828963795256	0	0	0	0	0.00124843945068664	0	0.00124843945068664	0	0	0	0	0	0.00249687890137328	0	0	0.0274656679151061	0.00124843945068664	0.0224719101123595	0	0	0
0.00749063670411985	0	0.00249687890137328	0.00499375780274657	0	0.00624219725343321	0	0	0.00374531835205993	0.00749063670411985	0	0.00249687890137328	0.00249687890137328	0	0	0.00249687890137328	0.00124843945068664	0	0	0	0	0	0	0	0.00873907615480649	0	0	0.00499375780274657	0.00124843945068664	0	0	0.0112359550561798	0.00249687890137328	0.00998751560549313	0	0	0.00124843945068664	0.00249687890137328	0	0.00124843945068664	0.00249687890137328	0.00249687890137328	0	0.00124843945068664	0	0.00124843945068664	0.0149812734082397	0.00374531835205993	0	0.00124843945068664	0.00124843945068664	0	0	0	0.00124843945068664	0.00124843945068664	0	0.00124843945068664	0.00124843945068664	0	0	0	0.00124843945068664	0	0	0	0	0	0	0	0.00124843945068664	0	0	0.00124843945068664	0	0.00124843945068664	0	0	0.00249687890137328	0.00124843945068664	0	0	0	0
0.00374531835205993	0	0.031210986267166	0	0.0224719101123595	0.0124843945068664	0	0.00749063670411985	0	0.00749063670411985	0	0	0.0674157303370786	0	0	0	0	0	0	0.00124843945068664	0	0	0.0262172284644195	0	0.00624219725343321	0	0	0.00124843945068664	0.00249687890137328	0.00374531835205993	0	0.0399500624219725	0.00124843945068664	0.00499375780274657	0.00873907615480649	0.0112359550561798	0.00124843945068664	0.0149812734082397	0.00124843945068664	0	0.0124843945068664	0.00749063670411985	0	0	0.00749063670411985	0.0799001248439451	0.00374531835205993	0	0	0.00499375780274657	0.0162297128589263	0.781523096129838	0.103620474406991	0.0299625468164794	0.00249687890137328	0	0.00124843945068664	0	0.00124843945068664	0	0.00124843945068664	0.0199750312109863	0	0	0	0	0	0.00249687890137328	0	0	0	0	0	0	0	0	0	0.00124843945068664	0.00374531835205993	0.108614232209738	0	0.00124843945068664	0	0
